Date,city,Rainfall_mm
12-01-2010,Ranipet,20
22-04-2010,Ranipet,30
01-05-2010,Ranipet,172.5
07-06-2010,Ranipet,125
05-07-2010,Ranipet,301.1
09-08-2010,Ranipet,245.3
06-09-2010,Ranipet,227
04-10-2010,Ranipet,205.5
01-11-2010,Ranipet,495.7
01-12-2010,Ranipet,144.6
22-02-2011,Ranipet,118
21-04-2011,Ranipet,150.6
06-05-2011,Ranipet,97.2
01-06-2011,Ranipet,124.2
02-07-2011,Ranipet,239.6
08-08-2011,Ranipet,409.6
05-09-2011,Ranipet,271.9
02-10-2011,Ranipet,174
01-11-2011,Ranipet,375
10-12-2011,Ranipet,145.1
30-04-2012,Ranipet,2
02-05-2012,Ranipet,102.4
08-06-2012,Ranipet,106.3
01-07-2012,Ranipet,249.3
09-08-2012,Ranipet,279.8
03-09-2012,Ranipet,156.4
01-10-2012,Ranipet,410.7
01-11-2012,Ranipet,236.9
03-12-2012,Ranipet,144.2
17-02-2013,Ranipet,52.1
07-03-2013,Ranipet,66.6
20-04-2013,Ranipet,94
13-05-2013,Ranipet,92.8
01-06-2013,Ranipet,190.5
03-07-2013,Ranipet,173.8
03-08-2013,Ranipet,313.4
03-09-2013,Ranipet,628
01-10-2013,Ranipet,330.6
03-11-2013,Ranipet,157.2
03-12-2013,Ranipet,11.8
04-05-2014,Ranipet,154.9
03-06-2014,Ranipet,195
01-07-2014,Ranipet,126.2
04-08-2014,Ranipet,241
02-09-2014,Ranipet,373.3
01-10-2014,Ranipet,195.7
01-11-2014,Ranipet,92.3
11-12-2014,Ranipet,67.8
04-03-2015,Ranipet,24.2
13-04-2015,Ranipet,307.9
05-05-2015,Ranipet,178.2
03-06-2015,Ranipet,176.6
04-07-2015,Ranipet,217.7
01-08-2015,Ranipet,430.8
03-09-2015,Ranipet,279.8
01-10-2015,Ranipet,297.7
02-11-2015,Ranipet,1099.4
01-12-2015,Ranipet,228.4
10-05-2016,Ranipet,145.8
04-06-2016,Ranipet,338.5
05-07-2016,Ranipet,289.1
09-08-2016,Ranipet,91.6
02-09-2016,Ranipet,309.2
11-10-2016,Ranipet,24
01-11-2016,Ranipet,18.5
02-12-2016,Ranipet,213.1
28-01-2017,Ranipet,90.8
18-04-2017,Ranipet,26
08-05-2017,Ranipet,80
05-06-2017,Ranipet,143
07-07-2017,Ranipet,192.3
02-08-2017,Ranipet,567.4
01-09-2017,Ranipet,336.2
01-10-2017,Ranipet,516.4
01-11-2017,Ranipet,238.4
01-12-2017,Ranipet,80.6
08-02-2018,Ranipet,43
17-03-2018,Ranipet,27.2
02-05-2018,Ranipet,58.2
01-06-2018,Ranipet,214.2
01-07-2018,Ranipet,185.4
01-08-2018,Ranipet,180.2
02-09-2018,Ranipet,192
04-10-2018,Ranipet,93.6
02-11-2018,Ranipet,247.6
06-12-2018,Ranipet,23.8
29-01-2019,Ranipet,2.6
19-02-2019,Ranipet,6.4
10-07-2019,Ranipet,382.4
05-08-2019,Ranipet,363.4
03-09-2019,Ranipet,581.6
05-10-2019,Ranipet,415.2
02-11-2019,Ranipet,133.6
01-12-2019,Ranipet,171.2
02-01-2020,Ranipet,27
10-04-2020,Ranipet,81.2
19-05-2020,Ranipet,21
02-06-2020,Ranipet,160.8
01-07-2020,Ranipet,573.8
01-08-2020,Ranipet,307.2
03-09-2020,Ranipet,446.2
01-10-2020,Ranipet,284.8
05-11-2020,Ranipet,552.3
03-12-2020,Ranipet,197
03-01-2021,Ranipet,95.4
15-04-2021,Ranipet,15.3
03-05-2021,Ranipet,233.9
05-06-2021,Ranipet,192.3
01-07-2021,Ranipet,566.3
01-08-2021,Ranipet,430.5
01-09-2021,Ranipet,523.8
01-10-2021,Ranipet,756.2
01-11-2021,Ranipet,856.66
01-12-2021,Ranipet,190.8
01-01-2022,Ranipet,83.6
14-04-2022,Ranipet,20.2
02-05-2022,Ranipet,252.8
01-06-2022,Ranipet,409.1
01-07-2022,Ranipet,439.2
01-08-2022,Ranipet,548.2
01-09-2022,Ranipet,244.6
01-10-2022,Ranipet,354.8
02-11-2022,Ranipet,356.9
01-12-2022,Ranipet,387.1
18-03-2023,Ranipet,159.6
02-04-2023,Ranipet,166.9
01-05-2023,Ranipet,380.1
02-06-2023,Ranipet,386.8
02-07-2023,Ranipet,191.3
05-08-2023,Ranipet,460.6
01-09-2023,Ranipet,637.8
01-10-2023,Ranipet,276.3
01-11-2023,Ranipet,380.2
01-12-2023,Ranipet,297.6
17-01-2001,Salem,5
20-05-2002,Salem,5
01-10-2004,Salem,691.2
01-11-2004,Salem,298.5
01-02-2005,Salem,24.4
11-03-2005,Salem,76.6
01-04-2005,Salem,625.6
01-05-2005,Salem,319.6
04-06-2005,Salem,168.9
01-07-2005,Salem,249.5
01-08-2005,Salem,603.5
01-09-2005,Salem,443.02
02-10-2005,Salem,1018.7
01-11-2005,Salem,573.2
03-12-2005,Salem,194.4
06-01-2006,Salem,19.4
04-03-2006,Salem,173.9
09-04-2006,Salem,167.2
03-05-2006,Salem,320.4
01-06-2006,Salem,219.2
04-07-2006,Salem,127.4
01-08-2006,Salem,355
01-09-2006,Salem,546.2
01-10-2006,Salem,711
01-11-2006,Salem,535.3
10-12-2006,Salem,44.6
28-01-2007,Salem,4.2
18-02-2007,Salem,2.7
03-03-2007,Salem,85
11-04-2007,Salem,400.8
03-05-2007,Salem,122.6
03-06-2007,Salem,165.2
01-07-2007,Salem,378.8
01-08-2007,Salem,601.2
01-09-2007,Salem,605.9
01-10-2007,Salem,520.7
01-11-2007,Salem,172.6
04-12-2007,Salem,291.1
05-01-2008,Salem,11.6
02-02-2008,Salem,43.8
12-03-2008,Salem,322.9
01-04-2008,Salem,132.1
03-05-2008,Salem,541.7
01-06-2008,Salem,258.5
06-07-2008,Salem,307.9
01-08-2008,Salem,801.62
01-09-2008,Salem,260.9
01-10-2008,Salem,523.6
17-11-2008,Salem,499.8
01-12-2008,Salem,75.4
08-01-2009,Salem,7.4
10-03-2009,Salem,83.6
12-04-2009,Salem,132.6
05-05-2009,Salem,461.6
01-06-2009,Salem,298
01-07-2009,Salem,248.8
01-08-2009,Salem,594.3
01-09-2009,Salem,765.6
03-10-2009,Salem,248.9
01-11-2009,Salem,422.8
02-12-2009,Salem,168.4
10-01-2010,Salem,4.4
07-03-2010,Salem,21.9
03-04-2010,Salem,159.8
01-05-2010,Salem,505.2
02-06-2010,Salem,509.2
01-07-2010,Salem,409.4
04-08-2010,Salem,545.4
08-09-2010,Salem,363.28
01-10-2010,Salem,544.4
01-11-2010,Salem,883.9
01-12-2010,Salem,246.4
03-01-2011,Salem,12.2
23-02-2011,Salem,30.2
26-03-2011,Salem,86.6
16-04-2011,Salem,390.8
01-05-2011,Salem,173.4
01-06-2011,Salem,152.3
02-07-2011,Salem,405.4
05-08-2011,Salem,587.9
01-09-2011,Salem,606.7
01-10-2011,Salem,468.9
01-11-2011,Salem,543.3
01-12-2011,Salem,106.4
01-04-2012,Salem,161
02-05-2012,Salem,307.7
04-06-2012,Salem,285.5
02-07-2012,Salem,342.8
05-08-2012,Salem,492.4
01-09-2012,Salem,498.4
01-10-2012,Salem,603.4
01-11-2012,Salem,328.4
04-12-2012,Salem,59.2
18-02-2013,Salem,83.8
06-03-2013,Salem,16.6
07-04-2013,Salem,185.6
04-05-2013,Salem,242.8
01-06-2013,Salem,295
01-07-2013,Salem,193.6
02-08-2013,Salem,503
01-09-2013,Salem,713.1
02-10-2013,Salem,444.5
02-11-2013,Salem,230.1
01-12-2013,Salem,151.6
25-02-2014,Salem,5.6
01-03-2014,Salem,68.2
09-04-2014,Salem,29.7
02-05-2014,Salem,490.9
01-06-2014,Salem,233.6
01-07-2014,Salem,161.62
01-08-2014,Salem,547.3
01-09-2014,Salem,489.5
01-10-2014,Salem,842.8
01-11-2014,Salem,205.3
09-12-2014,Salem,107.5
01-01-2015,Salem,73
28-02-2015,Salem,36
01-03-2015,Salem,224
04-04-2015,Salem,540.2
04-05-2015,Salem,435.5
01-06-2015,Salem,384.8
01-07-2015,Salem,161.2
01-08-2015,Salem,409.5
02-09-2015,Salem,517.9
01-10-2015,Salem,437.2
01-11-2015,Salem,791.1
01-12-2015,Salem,195.1
07-05-2016,Salem,526
01-06-2016,Salem,331
07-07-2016,Salem,521.3
10-08-2016,Salem,403.3
01-09-2016,Salem,105.9
05-10-2016,Salem,150.2
01-11-2016,Salem,54.2
02-12-2016,Salem,216.7
22-01-2017,Salem,39.6
05-03-2017,Salem,234.7
06-04-2017,Salem,132.5
01-05-2017,Salem,457.2
02-06-2017,Salem,98
01-07-2017,Salem,135.4
01-08-2017,Salem,578.6
01-09-2017,Salem,657.4
01-10-2017,Salem,650.2
01-11-2017,Salem,264.1
01-12-2017,Salem,219.5
11-01-2018,Salem,13.2
08-02-2018,Salem,28.6
14-03-2018,Salem,104.3
01-04-2018,Salem,125.7
01-05-2018,Salem,645.8
01-06-2018,Salem,445.8
01-07-2018,Salem,285.4
01-08-2018,Salem,214.6
01-09-2018,Salem,694.3
01-10-2018,Salem,387.1
03-11-2018,Salem,366
05-12-2018,Salem,73
29-01-2019,Salem,16
18-02-2019,Salem,13.2
01-03-2019,Salem,110.9
01-07-2019,Salem,384.2
06-08-2019,Salem,669.7
03-09-2019,Salem,849.2
01-10-2019,Salem,938.5
01-11-2019,Salem,482.7
01-12-2019,Salem,174.3
06-01-2020,Salem,13
07-04-2020,Salem,320.8
02-05-2020,Salem,337.3
01-06-2020,Salem,294.3
01-07-2020,Salem,849.6
01-08-2020,Salem,572
01-09-2020,Salem,833.2
01-10-2020,Salem,497.5
04-11-2020,Salem,480.2
03-12-2020,Salem,288.2
01-01-2021,Salem,257.8
21-02-2021,Salem,45
02-04-2021,Salem,338.3
01-05-2021,Salem,449.4
03-06-2021,Salem,401.9
01-07-2021,Salem,677.2
01-08-2021,Salem,467.6
01-09-2021,Salem,863.9
01-10-2021,Salem,1079.6
01-11-2021,Salem,1073.6
01-12-2021,Salem,232.8
01-01-2022,Salem,76
07-03-2022,Salem,79.5
01-04-2022,Salem,412.4
02-05-2022,Salem,746.4
01-06-2022,Salem,496.1
01-07-2022,Salem,569.8
01-08-2022,Salem,568.7
01-09-2022,Salem,506.1
01-10-2022,Salem,798
02-11-2022,Salem,440.6
04-12-2022,Salem,382.8
31-01-2023,Salem,52
04-02-2023,Salem,14
17-03-2023,Salem,318.5
02-04-2023,Salem,180.3
01-05-2023,Salem,671.9
01-06-2023,Salem,331.9
01-07-2023,Salem,274.28
05-08-2023,Salem,411.4
01-09-2023,Salem,898
01-10-2023,Salem,432.9
01-11-2023,Salem,577.6
01-12-2023,Salem,67.1
03-01-1991,Sivagangai,98.2
02-02-1991,Sivagangai,17
04-03-1991,Sivagangai,20
07-04-1991,Sivagangai,116.2
01-06-1991,Sivagangai,248.6
01-07-1991,Sivagangai,63.6
01-08-1991,Sivagangai,339.2
03-09-1991,Sivagangai,464.8
01-10-1991,Sivagangai,888.5
01-11-1991,Sivagangai,271.2
03-12-1991,Sivagangai,158.1
01-01-1992,Sivagangai,18.2
20-04-1992,Sivagangai,83.4
01-05-1992,Sivagangai,274.5
01-06-1992,Sivagangai,150
03-07-1992,Sivagangai,221.5
24-08-1992,Sivagangai,140.4
01-09-1992,Sivagangai,462.4
01-10-1992,Sivagangai,462.2
03-11-1992,Sivagangai,824.8
22-02-1993,Sivagangai,81.5
01-03-1993,Sivagangai,8
13-04-1993,Sivagangai,36
18-05-1993,Sivagangai,82.9
03-06-1993,Sivagangai,302.6
06-07-1993,Sivagangai,213.8
04-08-1993,Sivagangai,414.8
01-09-1993,Sivagangai,280.3
01-10-1993,Sivagangai,527.4
01-11-1993,Sivagangai,736
01-12-1993,Sivagangai,470.5
01-01-1994,Sivagangai,8
05-02-1994,Sivagangai,74.8
01-03-1994,Sivagangai,49
03-04-1994,Sivagangai,232.5
02-05-1994,Sivagangai,298.9
10-06-1994,Sivagangai,66.1
02-08-1994,Sivagangai,225.5
06-09-1994,Sivagangai,431.1
01-10-1994,Sivagangai,1089.7
01-11-1994,Sivagangai,503.6
18-12-1994,Sivagangai,23.2
08-01-1995,Sivagangai,65.5
01-05-1995,Sivagangai,478.7
03-06-1995,Sivagangai,327.2
11-07-1995,Sivagangai,245.6
05-08-1995,Sivagangai,348.1
05-09-1995,Sivagangai,328.7
01-10-1995,Sivagangai,538.6
02-11-1995,Sivagangai,243.3
01-04-1996,Sivagangai,362.7
01-05-1996,Sivagangai,132.2
01-06-1996,Sivagangai,413.7
07-07-1996,Sivagangai,152.9
06-08-1996,Sivagangai,262.4
18-09-1996,Sivagangai,160.4
01-11-1996,Sivagangai,129.7
08-12-1996,Sivagangai,309.2
10-01-1997,Sivagangai,27.8
31-03-1997,Sivagangai,6.2
01-04-1997,Sivagangai,189.5
04-05-1997,Sivagangai,225
01-06-1997,Sivagangai,200.2
07-07-1997,Sivagangai,350.2
07-08-1997,Sivagangai,134.2
01-09-1997,Sivagangai,381.3
04-10-1997,Sivagangai,569.8
01-11-1997,Sivagangai,791.7
01-12-1997,Sivagangai,438.1
01-01-1998,Sivagangai,50.8
02-05-1998,Sivagangai,151.6
08-06-1998,Sivagangai,117
12-07-1998,Sivagangai,393.6
01-08-1998,Sivagangai,712.4
01-09-1998,Sivagangai,497.8
01-10-1998,Sivagangai,441.5
01-11-1998,Sivagangai,677.8
01-12-1998,Sivagangai,365.2
01-01-1999,Sivagangai,8
09-02-1999,Sivagangai,54.5
06-04-1999,Sivagangai,223.3
04-05-1999,Sivagangai,300.9
02-06-1999,Sivagangai,186.7
04-07-1999,Sivagangai,174.4
05-08-1999,Sivagangai,212.2
01-09-1999,Sivagangai,357.5
01-10-1999,Sivagangai,890.9
06-11-1999,Sivagangai,276.9
02-12-1999,Sivagangai,90.1
02-01-2000,Sivagangai,108
03-02-2000,Sivagangai,173.3
24-03-2000,Sivagangai,23.6
02-04-2000,Sivagangai,200.6
01-05-2000,Sivagangai,240.5
02-06-2000,Sivagangai,149.5
07-07-2000,Sivagangai,61.3
01-08-2000,Sivagangai,354.6
03-09-2000,Sivagangai,546.1
01-10-2000,Sivagangai,424.7
06-11-2000,Sivagangai,832.7
03-12-2000,Sivagangai,195.7
01-01-2001,Sivagangai,45.2
01-02-2001,Sivagangai,43
29-03-2001,Sivagangai,6.3
06-04-2001,Sivagangai,254.2
01-05-2001,Sivagangai,227.9
03-06-2001,Sivagangai,160.2
01-07-2001,Sivagangai,435
01-08-2001,Sivagangai,248.5
01-09-2001,Sivagangai,255.6
02-10-2001,Sivagangai,734.3
01-11-2001,Sivagangai,814
03-12-2001,Sivagangai,129.4
10-01-2002,Sivagangai,9.6
01-02-2002,Sivagangai,289.7
04-04-2002,Sivagangai,95.4
03-05-2002,Sivagangai,449.4
01-06-2002,Sivagangai,167.6
02-07-2002,Sivagangai,179.1
01-08-2002,Sivagangai,200.6
02-09-2002,Sivagangai,127.4
01-10-2002,Sivagangai,1058.1
01-11-2002,Sivagangai,300.8
03-12-2002,Sivagangai,48
20-01-2003,Sivagangai,1
01-02-2003,Sivagangai,164
07-03-2003,Sivagangai,50.2
04-04-2003,Sivagangai,148.5
01-05-2003,Sivagangai,217.4
09-06-2003,Sivagangai,245
02-07-2003,Sivagangai,297.7
01-08-2003,Sivagangai,504.5
01-09-2003,Sivagangai,347.8
01-10-2003,Sivagangai,667.8
01-11-2003,Sivagangai,311.7
07-12-2003,Sivagangai,38
17-03-2004,Sivagangai,34.6
07-04-2004,Sivagangai,180.8
01-05-2004,Sivagangai,673.4
03-06-2004,Sivagangai,123.2
01-07-2004,Sivagangai,273
01-08-2004,Sivagangai,304
01-09-2004,Sivagangai,874.3
01-10-2004,Sivagangai,845.9
01-11-2004,Sivagangai,467.2
01-12-2004,Sivagangai,113.8
01-01-2005,Sivagangai,5
02-02-2005,Sivagangai,168.2
14-03-2005,Sivagangai,67.4
03-04-2005,Sivagangai,341
02-05-2005,Sivagangai,289.3
01-06-2005,Sivagangai,107.8
07-07-2005,Sivagangai,359
03-08-2005,Sivagangai,296.8
01-09-2005,Sivagangai,345
01-10-2005,Sivagangai,904.4
01-11-2005,Sivagangai,831.8
04-12-2005,Sivagangai,360.2
09-01-2006,Sivagangai,36.6
04-03-2006,Sivagangai,243.7
15-04-2006,Sivagangai,224.9
03-05-2006,Sivagangai,236.16
06-06-2006,Sivagangai,309
12-07-2006,Sivagangai,113.2
07-08-2006,Sivagangai,216
01-09-2006,Sivagangai,309.5
02-10-2006,Sivagangai,695.2
01-11-2006,Sivagangai,655.4
01-12-2006,Sivagangai,67.8
28-01-2007,Sivagangai,48.4
11-02-2007,Sivagangai,27.4
14-03-2007,Sivagangai,15.2
01-04-2007,Sivagangai,270
03-05-2007,Sivagangai,432.2
05-06-2007,Sivagangai,364.9
12-07-2007,Sivagangai,185.2
01-08-2007,Sivagangai,440.2
05-09-2007,Sivagangai,188.2
11-10-2007,Sivagangai,539.4
02-11-2007,Sivagangai,203
03-12-2007,Sivagangai,394.8
05-01-2008,Sivagangai,32
08-02-2008,Sivagangai,148.2
02-03-2008,Sivagangai,511
01-04-2008,Sivagangai,210.2
13-05-2008,Sivagangai,87.8
02-06-2008,Sivagangai,289.6
04-07-2008,Sivagangai,328
02-08-2008,Sivagangai,470
02-09-2008,Sivagangai,227.2
02-10-2008,Sivagangai,550.8
20-11-2008,Sivagangai,304.2
02-12-2008,Sivagangai,149.7
15-01-2009,Sivagangai,10.4
10-03-2009,Sivagangai,8.2
10-04-2009,Sivagangai,135.2
07-05-2009,Sivagangai,276
01-06-2009,Sivagangai,79.4
03-07-2009,Sivagangai,73.5
01-08-2009,Sivagangai,549.1
01-09-2009,Sivagangai,540.2
10-10-2009,Sivagangai,146.8
01-11-2009,Sivagangai,809.1
02-12-2009,Sivagangai,219.8
09-01-2010,Sivagangai,17.6
08-04-2010,Sivagangai,89.4
01-05-2010,Sivagangai,273.6
01-06-2010,Sivagangai,309.9
01-07-2010,Sivagangai,250.5
09-08-2010,Sivagangai,296.2
03-09-2010,Sivagangai,729.6
02-10-2010,Sivagangai,614.6
01-11-2010,Sivagangai,636.4
01-12-2010,Sivagangai,267.5
05-01-2011,Sivagangai,14
22-02-2011,Sivagangai,48.8
27-03-2011,Sivagangai,22
12-04-2011,Sivagangai,167.4
02-05-2011,Sivagangai,184.8
02-06-2011,Sivagangai,99.4
01-07-2011,Sivagangai,422.4
06-08-2011,Sivagangai,375
01-09-2011,Sivagangai,551.5
01-10-2011,Sivagangai,737.3
01-11-2011,Sivagangai,518
01-12-2011,Sivagangai,76.8
05-01-2012,Sivagangai,13
01-02-2012,Sivagangai,2
13-03-2012,Sivagangai,11.6
13-04-2012,Sivagangai,109
01-05-2012,Sivagangai,285.7
05-06-2012,Sivagangai,42.4
09-07-2012,Sivagangai,206.8
08-08-2012,Sivagangai,279.1
01-09-2012,Sivagangai,351.4
01-10-2012,Sivagangai,593
01-11-2012,Sivagangai,130
04-12-2012,Sivagangai,28.8
09-01-2013,Sivagangai,34
12-02-2013,Sivagangai,125
06-03-2013,Sivagangai,81.2
18-04-2013,Sivagangai,10.4
05-05-2013,Sivagangai,370.4
01-06-2013,Sivagangai,140.4
01-07-2013,Sivagangai,58.2
05-08-2013,Sivagangai,699.6
01-09-2013,Sivagangai,160.8
09-10-2013,Sivagangai,410.4
01-11-2013,Sivagangai,174.4
01-12-2013,Sivagangai,121.04
01-01-2014,Sivagangai,42.8
25-02-2014,Sivagangai,6.2
01-03-2014,Sivagangai,26.4
24-04-2014,Sivagangai,10.4
01-05-2014,Sivagangai,505
01-06-2014,Sivagangai,46.6
02-07-2014,Sivagangai,134.4
01-08-2014,Sivagangai,550.2
06-09-2014,Sivagangai,499.2
01-10-2014,Sivagangai,783.1
02-11-2014,Sivagangai,283.8
01-12-2014,Sivagangai,223.7
01-01-2015,Sivagangai,47.4
28-02-2015,Sivagangai,10
01-03-2015,Sivagangai,96.8
02-04-2015,Sivagangai,478.4
05-05-2015,Sivagangai,415.7
01-06-2015,Sivagangai,244.8
01-07-2015,Sivagangai,310.1
03-08-2015,Sivagangai,369
04-09-2015,Sivagangai,305.6
01-10-2015,Sivagangai,235.2
01-11-2015,Sivagangai,725.5
01-12-2015,Sivagangai,223.8
01-03-2016,Sivagangai,8
09-04-2016,Sivagangai,73.4
09-05-2016,Sivagangai,391.3
01-06-2016,Sivagangai,190.4
15-07-2016,Sivagangai,434.73
08-08-2016,Sivagangai,393.2
01-09-2016,Sivagangai,375.4
06-10-2016,Sivagangai,271.6
01-11-2016,Sivagangai,99.5
02-12-2016,Sivagangai,231.4
21-01-2017,Sivagangai,164.9
14-02-2017,Sivagangai,4.6
04-03-2017,Sivagangai,166.6
23-04-2017,Sivagangai,39.6
06-05-2017,Sivagangai,274.7
01-06-2017,Sivagangai,457.2
01-07-2017,Sivagangai,472.3
01-08-2017,Sivagangai,640.2
01-09-2017,Sivagangai,451.4
05-10-2017,Sivagangai,388.2
01-11-2017,Sivagangai,236.2
01-12-2017,Sivagangai,162
10-01-2018,Sivagangai,7.6
09-02-2018,Sivagangai,7
13-03-2018,Sivagangai,112.3
10-04-2018,Sivagangai,170.6
03-05-2018,Sivagangai,891.1
04-06-2018,Sivagangai,158.6
01-07-2018,Sivagangai,200.4
03-08-2018,Sivagangai,285.2
01-09-2018,Sivagangai,455.4
01-10-2018,Sivagangai,475.5
02-11-2018,Sivagangai,430.9
01-12-2018,Sivagangai,72.3
10-02-2019,Sivagangai,22
10-07-2019,Sivagangai,353.4
02-08-2019,Sivagangai,585.8
01-09-2019,Sivagangai,714.2
01-10-2019,Sivagangai,582.1
01-11-2019,Sivagangai,366.5
01-12-2019,Sivagangai,171.8
07-01-2020,Sivagangai,26.6
05-04-2020,Sivagangai,235
08-05-2020,Sivagangai,298.4
07-06-2020,Sivagangai,292.6
03-07-2020,Sivagangai,385
01-08-2020,Sivagangai,278.8
01-09-2020,Sivagangai,451.6
01-10-2020,Sivagangai,476.4
05-11-2020,Sivagangai,580.3
01-12-2020,Sivagangai,349.3
01-01-2021,Sivagangai,355.4
21-02-2021,Sivagangai,28.2
11-03-2021,Sivagangai,87.8
12-04-2021,Sivagangai,100
03-05-2021,Sivagangai,308.6
03-06-2021,Sivagangai,239.7
03-07-2021,Sivagangai,257.2
03-08-2021,Sivagangai,170.6
01-09-2021,Sivagangai,567.5
01-10-2021,Sivagangai,804
01-11-2021,Sivagangai,845.9
01-12-2021,Sivagangai,122.2
01-01-2022,Sivagangai,56.8
13-02-2022,Sivagangai,7.8
21-03-2022,Sivagangai,26.4
03-04-2022,Sivagangai,171.4
02-07-2022,Sivagangai,730.55
01-08-2022,Sivagangai,494.28
01-09-2022,Sivagangai,302.2
03-10-2022,Sivagangai,597.86
03-11-2022,Sivagangai,334.2
01-12-2022,Sivagangai,285.02
09-01-2023,Sivagangai,5.2
03-02-2023,Sivagangai,91.4
20-03-2023,Sivagangai,64.6
05-04-2023,Sivagangai,185.4
01-05-2023,Sivagangai,623.48
05-06-2023,Sivagangai,225.3
02-07-2023,Sivagangai,311.3
05-08-2023,Sivagangai,569.8
01-09-2023,Sivagangai,468.2
06-10-2023,Sivagangai,382.9
01-11-2023,Sivagangai,695.55
01-12-2023,Sivagangai,385.43
01-04-1991,Tenkasi,96.1
01-06-1991,Tenkasi,302.2
07-07-1991,Tenkasi,217.4
17-08-1991,Tenkasi,54
03-09-1991,Tenkasi,71.6
02-10-1991,Tenkasi,546.4
05-11-1991,Tenkasi,351.8
13-12-1991,Tenkasi,56.6
01-01-1992,Tenkasi,13
17-04-1992,Tenkasi,313.2
01-05-1992,Tenkasi,328.5
08-06-1992,Tenkasi,261
01-07-1992,Tenkasi,228.5
01-08-1992,Tenkasi,136.4
01-09-1992,Tenkasi,260.1
01-10-1992,Tenkasi,322.9
01-11-1992,Tenkasi,856.7
01-12-1992,Tenkasi,108.5
23-02-1993,Tenkasi,4
03-03-1993,Tenkasi,86.2
07-04-1993,Tenkasi,154.7
05-05-1993,Tenkasi,203.4
06-06-1993,Tenkasi,146.3
01-07-1993,Tenkasi,152.1
01-08-1993,Tenkasi,65.3
01-09-1993,Tenkasi,37.4
01-10-1993,Tenkasi,387.6
01-11-1993,Tenkasi,914.9
01-12-1993,Tenkasi,299.2
08-01-1994,Tenkasi,131
08-02-1994,Tenkasi,483.3
17-03-1994,Tenkasi,256.6
05-04-1994,Tenkasi,685.5
01-06-1994,Tenkasi,273.8
03-07-1994,Tenkasi,485.2
01-08-1994,Tenkasi,141.4
01-09-1994,Tenkasi,163.3
01-10-1994,Tenkasi,916.9
01-11-1994,Tenkasi,580.1
18-12-1994,Tenkasi,26
05-01-1995,Tenkasi,188.5
04-04-1995,Tenkasi,474.8
01-05-1995,Tenkasi,534.4
10-06-1995,Tenkasi,209.2
01-07-1995,Tenkasi,145.2
05-08-1995,Tenkasi,144.4
01-09-1995,Tenkasi,153.8
02-10-1995,Tenkasi,482.2
01-11-1995,Tenkasi,556.8
03-01-1996,Tenkasi,41.8
27-02-1996,Tenkasi,20.6
01-04-1996,Tenkasi,350.6
03-05-1996,Tenkasi,97.8
10-06-1996,Tenkasi,121.7
07-07-1996,Tenkasi,107.5
12-08-1996,Tenkasi,13.4
02-09-1996,Tenkasi,147.8
03-10-1996,Tenkasi,906.1
02-11-1996,Tenkasi,194.5
08-12-1996,Tenkasi,341.1
05-01-1997,Tenkasi,188.5
04-04-1997,Tenkasi,474.8
01-05-1997,Tenkasi,534.4
10-06-1997,Tenkasi,209.2
01-07-1997,Tenkasi,145.2
05-08-1997,Tenkasi,144.4
01-09-1997,Tenkasi,153.8
02-10-1997,Tenkasi,482.2
01-11-1997,Tenkasi,556.8
23-02-1998,Tenkasi,4
03-03-1998,Tenkasi,86.2
07-04-1998,Tenkasi,154.7
05-05-1998,Tenkasi,203.4
06-06-1998,Tenkasi,146.3
01-07-1998,Tenkasi,152.1
01-08-1998,Tenkasi,65.3
01-09-1998,Tenkasi,37.4
01-10-1998,Tenkasi,387.6
01-11-1998,Tenkasi,914.9
01-12-1998,Tenkasi,299.2
08-01-1999,Tenkasi,131
08-02-1999,Tenkasi,483.3
17-03-1999,Tenkasi,256.6
05-04-1999,Tenkasi,685.5
01-06-1999,Tenkasi,273.8
03-07-1999,Tenkasi,485.2
01-08-1999,Tenkasi,141.4
01-09-1999,Tenkasi,163.3
01-10-1999,Tenkasi,916.9
01-11-1999,Tenkasi,580.1
18-12-1999,Tenkasi,26
07-01-2000,Tenkasi,95
04-02-2000,Tenkasi,577.7
10-03-2000,Tenkasi,101.7
04-04-2000,Tenkasi,91
03-05-2000,Tenkasi,136
02-06-2000,Tenkasi,314
01-07-2000,Tenkasi,66
01-08-2000,Tenkasi,406.6
01-09-2000,Tenkasi,312
01-10-2000,Tenkasi,146
01-11-2000,Tenkasi,513
03-12-2000,Tenkasi,450.2
01-01-2001,Tenkasi,243
01-02-2001,Tenkasi,46
06-03-2001,Tenkasi,85
01-04-2001,Tenkasi,382.4
01-05-2001,Tenkasi,157
03-06-2001,Tenkasi,179.1
03-07-2001,Tenkasi,112
01-08-2001,Tenkasi,97
13-09-2001,Tenkasi,96
01-10-2001,Tenkasi,438.2
02-11-2001,Tenkasi,476.3
02-12-2001,Tenkasi,164
08-01-2002,Tenkasi,23
02-02-2002,Tenkasi,106
15-03-2002,Tenkasi,97
01-04-2002,Tenkasi,236.8
03-05-2002,Tenkasi,265
02-06-2002,Tenkasi,27.6
02-07-2002,Tenkasi,35
01-08-2002,Tenkasi,162.4
06-09-2002,Tenkasi,47
01-10-2002,Tenkasi,668.4
01-11-2002,Tenkasi,637.3
04-12-2002,Tenkasi,22.5
07-01-2003,Tenkasi,3
02-02-2003,Tenkasi,420.5
08-03-2003,Tenkasi,405
