Date,city,Rainfall_mm
01-12-2015,Chennai,570.2
23-01-2016,Chennai,1.6
17-05-2016,Chennai,218.1
07-06-2016,Chennai,208.26
03-07-2016,Chennai,134.78
01-08-2016,Chennai,119.04
01-09-2016,Chennai,415.8
01-10-2016,Chennai,59.93
01-11-2016,Chennai,137.1
02-12-2016,Chennai,403.7
27-01-2017,Chennai,8.8
12-05-2017,Chennai,10.9
06-06-2017,Chennai,115.8
04-07-2017,Chennai,263.8
02-08-2017,Chennai,587.9
01-09-2017,Chennai,225.5
01-10-2017,Chennai,514.6
01-11-2017,Chennai,964.1
01-12-2017,Chennai,135.4
10-01-2018,Chennai,9.3
08-02-2018,Chennai,1.8
17-03-2018,Chennai,5.8
04-06-2018,Chennai,122.3
03-07-2018,Chennai,269.1
01-08-2018,Chennai,517.7
01-09-2018,Chennai,192.5
01-10-2018,Chennai,321.8
01-11-2018,Chennai,306.9
04-12-2018,Chennai,101.2
01-07-2019,Chennai,336.2
02-08-2019,Chennai,339.8
01-09-2019,Chennai,496.1
01-10-2019,Chennai,677.2
01-11-2019,Chennai,407.8
01-12-2019,Chennai,310.9
01-01-2020,Chennai,142.6
10-02-2020,Chennai,1.8
10-04-2020,Chennai,59.6
07-06-2020,Chennai,97.6
01-07-2020,Chennai,482.1
01-08-2020,Chennai,219.7
02-09-2020,Chennai,360
01-10-2020,Chennai,592.7
04-11-2020,Chennai,962.6
01-12-2020,Chennai,417.4
03-01-2021,Chennai,269.4
20-02-2021,Chennai,21.6
15-04-2021,Chennai,50.8
21-05-2021,Chennai,46
08-06-2021,Chennai,133.7
01-07-2021,Chennai,471.4
01-08-2021,Chennai,485.2
03-09-2021,Chennai,227.2
01-10-2021,Chennai,632.3
01-11-2021,Chennai,1546.5
01-12-2021,Chennai,313
01-01-2022,Chennai,183.3
10-05-2022,Chennai,1.6
01-07-2022,Chennai,338.5
04-08-2022,Chennai,221.8
01-09-2022,Chennai,223.7
01-10-2022,Chennai,324.3
01-11-2022,Chennai,1223
01-12-2022,Chennai,449.5
04-01-2023,Chennai,23
02-02-2023,Chennai,3.6
17-03-2023,Chennai,246.7
23-04-2023,Chennai,29.7
01-05-2023,Chennai,232.35
01-06-2023,Chennai,946.55
01-07-2023,Chennai,284.05
04-08-2023,Chennai,817.15
03-09-2023,Chennai,1027.28
01-10-2023,Chennai,575.05
01-11-2023,Chennai,1353.95
01-12-2023,Chennai,804.7
17-10-1990,Coimbatore,486.4
01-11-1990,Coimbatore,271.6
04-12-1990,Coimbatore,19.2
01-01-1991,Coimbatore,144
05-02-1991,Coimbatore,13.2
01-03-1991,Coimbatore,94
06-04-1991,Coimbatore,311.4
03-05-1991,Coimbatore,326.3
01-06-1991,Coimbatore,1577.7
01-07-1991,Coimbatore,1576
01-08-1991,Coimbatore,926.4
03-09-1991,Coimbatore,350.2
01-10-1991,Coimbatore,471.1
01-11-1991,Coimbatore,316.3
17-12-1991,Coimbatore,7.6
30-01-1992,Coimbatore,3
23-02-1992,Coimbatore,11
17-04-1992,Coimbatore,120.7
01-05-1992,Coimbatore,354.2
01-06-1992,Coimbatore,1546.5
01-07-1992,Coimbatore,1929
01-08-1992,Coimbatore,732
01-09-1992,Coimbatore,960.8
01-10-1992,Coimbatore,587.1
01-11-1992,Coimbatore,906.9
03-12-1992,Coimbatore,106.1
22-02-1993,Coimbatore,57.3
01-03-1993,Coimbatore,161
01-04-1993,Coimbatore,119
01-05-1993,Coimbatore,426.9
03-06-1993,Coimbatore,753.3
01-07-1993,Coimbatore,1317.7
01-08-1993,Coimbatore,917.7
01-09-1993,Coimbatore,470.4
01-10-1993,Coimbatore,1075.2
01-11-1993,Coimbatore,721.9
01-12-1993,Coimbatore,220.2
15-01-1994,Coimbatore,121.1
10-02-1994,Coimbatore,204.5
25-03-1994,Coimbatore,62.9
02-04-1994,Coimbatore,445.2
01-05-1994,Coimbatore,468.7
01-06-1994,Coimbatore,1527.8
04-07-1994,Coimbatore,328.4
01-08-1994,Coimbatore,782.2
01-09-1994,Coimbatore,706.6
01-10-1994,Coimbatore,996.2
01-11-1994,Coimbatore,556.5
20-12-1994,Coimbatore,5.2
20-01-1995,Coimbatore,1
01-05-1995,Coimbatore,584.1
01-06-1995,Coimbatore,762.2
01-07-1995,Coimbatore,1258.8
01-08-1995,Coimbatore,995.2
01-09-1995,Coimbatore,870.6
01-10-1995,Coimbatore,450.9
01-11-1995,Coimbatore,471.1
15-01-1996,Coimbatore,2
01-02-1996,Coimbatore,27
19-03-1996,Coimbatore,42.2
02-04-1996,Coimbatore,498.3
01-05-1996,Coimbatore,110.7
01-06-1996,Coimbatore,572.8
05-07-1996,Coimbatore,1436
01-08-1996,Coimbatore,637.1
01-09-1996,Coimbatore,451
01-10-1996,Coimbatore,249
01-11-1996,Coimbatore,201
07-12-1996,Coimbatore,306.9
12-01-1997,Coimbatore,10
23-02-1997,Coimbatore,9
01-04-1997,Coimbatore,263.3
03-05-1997,Coimbatore,139.6
02-06-1997,Coimbatore,708.4
01-07-1997,Coimbatore,1391.5
01-08-1997,Coimbatore,1151
01-09-1997,Coimbatore,519.2
01-10-1997,Coimbatore,1008.2
01-11-1997,Coimbatore,894.3
04-12-1997,Coimbatore,320.4
06-03-1998,Coimbatore,36.4
02-04-1998,Coimbatore,168.9
01-05-1998,Coimbatore,213.6
01-06-1998,Coimbatore,1076.5
01-07-1998,Coimbatore,1521.2
01-08-1998,Coimbatore,980
01-09-1998,Coimbatore,763.3
03-10-1998,Coimbatore,1168.7
01-11-1998,Coimbatore,653.3
01-12-1998,Coimbatore,599.4
05-02-1999,Coimbatore,162.3
15-03-1999,Coimbatore,5
06-04-1999,Coimbatore,210.5
06-05-1999,Coimbatore,631.2
01-06-1999,Coimbatore,537
03-07-1999,Coimbatore,1432.4
01-08-1999,Coimbatore,861.5
01-09-1999,Coimbatore,364.7
01-10-1999,Coimbatore,1591.2
05-11-1999,Coimbatore,315.6
01-12-1999,Coimbatore,106.9
10-01-2000,Coimbatore,55.4
04-02-2000,Coimbatore,358.1
10-03-2000,Coimbatore,19
03-04-2000,Coimbatore,373.4
01-05-2000,Coimbatore,267.7
01-06-2000,Coimbatore,1337.6
01-07-2000,Coimbatore,768.7
01-08-2000,Coimbatore,1695.6
01-09-2000,Coimbatore,757.2
01-10-2000,Coimbatore,183.1
01-11-2000,Coimbatore,265.6
01-12-2000,Coimbatore,128.1
02-01-2001,Coimbatore,34.4
01-02-2001,Coimbatore,51.5
10-03-2001,Coimbatore,112.6
06-04-2001,Coimbatore,578.3
06-05-2001,Coimbatore,259
01-06-2001,Coimbatore,987.4
01-07-2001,Coimbatore,1226.9
01-08-2001,Coimbatore,681
01-09-2001,Coimbatore,375.7
01-10-2001,Coimbatore,741.8
01-11-2001,Coimbatore,512.2
02-12-2001,Coimbatore,71
06-01-2002,Coimbatore,15.2
02-02-2002,Coimbatore,47
15-03-2002,Coimbatore,166.5
01-04-2002,Coimbatore,97.7
03-05-2002,Coimbatore,338.1
02-06-2002,Coimbatore,720.7
01-07-2002,Coimbatore,548.1
01-08-2002,Coimbatore,1133
04-09-2002,Coimbatore,244.1
01-10-2002,Coimbatore,1193.9
01-11-2002,Coimbatore,262.9
07-12-2002,Coimbatore,55
02-02-2003,Coimbatore,60.2
03-03-2003,Coimbatore,400.2
03-04-2003,Coimbatore,225.3
02-05-2003,Coimbatore,207
01-06-2003,Coimbatore,1003.4
01-07-2003,Coimbatore,1449.6
01-08-2003,Coimbatore,1300.8
01-09-2003,Coimbatore,383.6
01-10-2003,Coimbatore,1243.1
01-11-2003,Coimbatore,215.2
01-12-2003,Coimbatore,41
07-01-2004,Coimbatore,63.9
09-02-2004,Coimbatore,1
25-03-2004,Coimbatore,199.7
01-04-2004,Coimbatore,275.7
02-05-2004,Coimbatore,846.7
01-06-2004,Coimbatore,1924.2
01-07-2004,Coimbatore,1100.1
01-08-2004,Coimbatore,1641.8
03-09-2004,Coimbatore,943.5
01-10-2004,Coimbatore,1003.3
01-11-2004,Coimbatore,538.1
14-12-2004,Coimbatore,5.9
02-01-2005,Coimbatore,108
01-02-2005,Coimbatore,54.4
06-03-2005,Coimbatore,276.4
01-04-2005,Coimbatore,817.5
01-05-2005,Coimbatore,435.3
04-06-2005,Coimbatore,1121.46
01-07-2005,Coimbatore,2775.6
01-08-2005,Coimbatore,1630.6
01-09-2005,Coimbatore,1692.4
03-10-2005,Coimbatore,934.7
01-11-2005,Coimbatore,778.4
02-12-2005,Coimbatore,289.24
06-01-2006,Coimbatore,42.2
28-02-2006,Coimbatore,4
01-03-2006,Coimbatore,404
14-04-2006,Coimbatore,213
03-05-2006,Coimbatore,1087.7
01-06-2006,Coimbatore,1161.3
01-07-2006,Coimbatore,1688.9
01-08-2006,Coimbatore,1206.2
01-09-2006,Coimbatore,1055.02
01-10-2006,Coimbatore,783.57
01-11-2006,Coimbatore,978.7
12-12-2006,Coimbatore,16.3
28-01-2007,Coimbatore,17.4
18-02-2007,Coimbatore,53.8
12-04-2007,Coimbatore,301.1
03-05-2007,Coimbatore,469.8
03-06-2007,Coimbatore,1992
01-07-2007,Coimbatore,2816.4
01-08-2007,Coimbatore,1705.1
01-09-2007,Coimbatore,1620
01-10-2007,Coimbatore,967.3
02-11-2007,Coimbatore,192.9
04-12-2007,Coimbatore,181
05-01-2008,Coimbatore,28
05-02-2008,Coimbatore,139.8
03-03-2008,Coimbatore,490.1
01-04-2008,Coimbatore,207.6
05-05-2008,Coimbatore,239
01-06-2008,Coimbatore,868.7
01-07-2008,Coimbatore,1533.1
01-08-2008,Coimbatore,1265.1
01-09-2008,Coimbatore,742.2
04-10-2008,Coimbatore,712.5
19-11-2008,Coimbatore,160.8
01-12-2008,Coimbatore,60.1
27-01-2009,Coimbatore,8
12-03-2009,Coimbatore,284
11-04-2009,Coimbatore,324
05-05-2009,Coimbatore,510
04-06-2009,Coimbatore,695
01-07-2009,Coimbatore,2637
01-08-2009,Coimbatore,672
01-09-2009,Coimbatore,1192.4
01-10-2009,Coimbatore,558.1
01-11-2009,Coimbatore,535
02-12-2009,Coimbatore,159.6
10-01-2010,Coimbatore,44.1
26-02-2010,Coimbatore,42
27-03-2010,Coimbatore,73
01-04-2010,Coimbatore,188.8
01-05-2010,Coimbatore,385.6
03-06-2010,Coimbatore,1006.1
01-07-2010,Coimbatore,1274
01-08-2010,Coimbatore,785.6
03-09-2010,Coimbatore,542.3
01-10-2010,Coimbatore,911.2
01-11-2010,Coimbatore,890.4
02-12-2010,Coimbatore,93.5
24-02-2011,Coimbatore,265
26-03-2011,Coimbatore,37
11-04-2011,Coimbatore,504.6
01-05-2011,Coimbatore,288
01-06-2011,Coimbatore,1416.9
01-07-2011,Coimbatore,1230.59
01-08-2011,Coimbatore,1430
01-09-2011,Coimbatore,901.5
02-10-2011,Coimbatore,874.7
01-11-2011,Coimbatore,518.3
01-12-2011,Coimbatore,61.4
01-01-2012,Coimbatore,13.2
01-04-2012,Coimbatore,319.5
01-05-2012,Coimbatore,267.3
04-06-2012,Coimbatore,931
01-07-2012,Coimbatore,792.2
01-08-2012,Coimbatore,743.2
01-09-2012,Coimbatore,564.5
01-10-2012,Coimbatore,764.7
01-11-2012,Coimbatore,144.3
04-12-2012,Coimbatore,31.1
18-02-2013,Coimbatore,119.7
06-03-2013,Coimbatore,75.1
08-04-2013,Coimbatore,255.5
05-05-2013,Coimbatore,256.6
01-06-2013,Coimbatore,1571.9
01-07-2013,Coimbatore,1340
01-08-2013,Coimbatore,1056.5
01-09-2013,Coimbatore,816.1
01-10-2013,Coimbatore,545.7
01-11-2013,Coimbatore,307.1
02-12-2013,Coimbatore,67.2
16-01-2014,Coimbatore,10
18-02-2014,Coimbatore,33.1
04-03-2014,Coimbatore,149.3
08-04-2014,Coimbatore,128.1
01-05-2014,Coimbatore,486.8
01-06-2014,Coimbatore,681.9
01-07-2014,Coimbatore,2069
01-08-2014,Coimbatore,1863.7
01-09-2014,Coimbatore,818.1
01-10-2014,Coimbatore,908.6
01-11-2014,Coimbatore,101.7
02-12-2014,Coimbatore,183.5
01-03-2015,Coimbatore,226.6
04-04-2015,Coimbatore,485
01-05-2015,Coimbatore,602.9
01-06-2015,Coimbatore,951.6
01-07-2015,Coimbatore,576
03-08-2015,Coimbatore,485.2
02-09-2015,Coimbatore,487.6
01-10-2015,Coimbatore,613.8
01-11-2015,Coimbatore,570
01-12-2015,Coimbatore,201.2
22-01-2016,Coimbatore,220
13-03-2016,Coimbatore,38
09-04-2016,Coimbatore,71.6
06-05-2016,Coimbatore,179.6
01-06-2016,Coimbatore,817
01-07-2016,Coimbatore,1080
01-08-2016,Coimbatore,533
01-09-2016,Coimbatore,213
13-10-2016,Coimbatore,210.4
01-11-2016,Coimbatore,32.6
02-12-2016,Coimbatore,111.5
22-01-2017,Coimbatore,45.4
05-03-2017,Coimbatore,220
07-04-2017,Coimbatore,95
02-05-2017,Coimbatore,368.2
01-06-2017,Coimbatore,839
01-07-2017,Coimbatore,626
01-08-2017,Coimbatore,1170
01-09-2017,Coimbatore,1103.7
01-10-2017,Coimbatore,431.6
01-11-2017,Coimbatore,181.7
01-12-2017,Coimbatore,104
08-02-2018,Coimbatore,92
14-03-2018,Coimbatore,134
01-04-2018,Coimbatore,309.3
01-05-2018,Coimbatore,944.1
01-06-2018,Coimbatore,1362
01-07-2018,Coimbatore,1810
01-08-2018,Coimbatore,1799
01-09-2018,Coimbatore,446.2
01-10-2018,Coimbatore,742.1
01-11-2018,Coimbatore,476.7
05-12-2018,Coimbatore,67.8
28-01-2019,Coimbatore,12
10-02-2019,Coimbatore,1.44
04-03-2019,Coimbatore,16
20-04-2019,Coimbatore,17
03-07-2019,Coimbatore,689
03-08-2019,Coimbatore,1699
01-09-2019,Coimbatore,813.7
02-10-2019,Coimbatore,1037
01-11-2019,Coimbatore,580.3
01-12-2019,Coimbatore,241.4
04-01-2020,Coimbatore,14.4
07-03-2020,Coimbatore,115.2
06-04-2020,Coimbatore,399.8
01-05-2020,Coimbatore,306.2
01-06-2020,Coimbatore,768.2
01-07-2020,Coimbatore,1129.4
01-08-2020,Coimbatore,1443.4
01-09-2020,Coimbatore,1123
01-10-2020,Coimbatore,422.1
02-11-2020,Coimbatore,542.2
01-12-2020,Coimbatore,250.8
01-01-2021,Coimbatore,302.1
21-02-2021,Coimbatore,77
11-03-2021,Coimbatore,57
05-04-2021,Coimbatore,280.9
01-05-2021,Coimbatore,859.6
01-06-2021,Coimbatore,791
01-07-2021,Coimbatore,1621.9
01-08-2021,Coimbatore,952
01-09-2021,Coimbatore,835.5
01-10-2021,Coimbatore,1209.6
01-11-2021,Coimbatore,941.2
01-12-2021,Coimbatore,208.1
01-01-2022,Coimbatore,35
19-03-2022,Coimbatore,127
02-04-2022,Coimbatore,396.8
02-05-2022,Coimbatore,825.5
01-06-2022,Coimbatore,817.8
01-07-2022,Coimbatore,2064.1
01-08-2022,Coimbatore,1617
01-09-2022,Coimbatore,817.1
01-10-2022,Coimbatore,770.9
02-11-2022,Coimbatore,776.05
02-12-2022,Coimbatore,434.2
24-01-2023,Coimbatore,44.4
04-02-2023,Coimbatore,10
16-03-2023,Coimbatore,333.5
01-04-2023,Coimbatore,605.2
01-05-2023,Coimbatore,952.6
01-06-2023,Coimbatore,545.9
01-07-2023,Coimbatore,1453
01-08-2023,Coimbatore,413.2
01-09-2023,Coimbatore,995.5
01-10-2023,Coimbatore,823.6
01-11-2023,Coimbatore,1368.7
01-12-2023,Coimbatore,315.7
18-10-1990,Cuddalore,734.5
01-11-1990,Cuddalore,154
03-12-1990,Cuddalore,223.7
01-02-1991,Cuddalore,56
28-03-1991,Cuddalore,0.5
07-04-1991,Cuddalore,46.4
02-06-1991,Cuddalore,423.9
01-07-1991,Cuddalore,72
01-08-1991,Cuddalore,691.9
01-09-1991,Cuddalore,821.2
01-10-1991,Cuddalore,823.4
01-11-1991,Cuddalore,1519.3
12-12-1991,Cuddalore,142.8
01-01-1992,Cuddalore,11.5
25-04-1992,Cuddalore,39.8
13-05-1992,Cuddalore,104.1
03-06-1992,Cuddalore,251.8
02-07-1992,Cuddalore,493
01-08-1992,Cuddalore,274.8
01-09-1992,Cuddalore,882.2
01-10-1992,Cuddalore,730.6
01-11-1992,Cuddalore,927.9
03-12-1992,Cuddalore,704.6
03-02-1993,Cuddalore,42.8
02-03-1993,Cuddalore,21
12-04-1993,Cuddalore,9
16-05-1993,Cuddalore,41.8
01-06-1993,Cuddalore,573
05-07-1993,Cuddalore,397.3
01-08-1993,Cuddalore,625.5
01-09-1993,Cuddalore,574
01-10-1993,Cuddalore,1045.2
01-11-1993,Cuddalore,882.6
01-12-1993,Cuddalore,1137.1
07-01-1994,Cuddalore,12
05-02-1994,Cuddalore,181.6
09-04-1994,Cuddalore,17
01-05-1994,Cuddalore,254.5
07-06-1994,Cuddalore,136.6
03-07-1994,Cuddalore,205.4
04-08-1994,Cuddalore,545.7
01-09-1994,Cuddalore,371.9
02-10-1994,Cuddalore,583.3
01-11-1994,Cuddalore,1059.3
18-12-1994,Cuddalore,304.7
08-01-1995,Cuddalore,185.4
01-02-1995,Cuddalore,27
01-05-1995,Cuddalore,625.2
01-06-1995,Cuddalore,386.1
04-07-1995,Cuddalore,370.3
02-08-1995,Cuddalore,823.4
01-09-1995,Cuddalore,830.7
01-10-1995,Cuddalore,788.1
01-11-1995,Cuddalore,414.8
07-12-1995,Cuddalore,75.7
07-04-1996,Cuddalore,350.3
01-05-1996,Cuddalore,195.2
06-06-1996,Cuddalore,619.5
06-07-1996,Cuddalore,251.3
02-08-1996,Cuddalore,806.6
01-09-1996,Cuddalore,855.2
01-10-1996,Cuddalore,791.1
01-11-1996,Cuddalore,667.8
07-12-1996,Cuddalore,1701.3
07-01-1997,Cuddalore,47.2
02-04-1997,Cuddalore,87.9
06-05-1997,Cuddalore,181
03-06-1997,Cuddalore,272.3
05-07-1997,Cuddalore,327
04-08-1997,Cuddalore,402.6
02-09-1997,Cuddalore,801.6
02-10-1997,Cuddalore,444
01-11-1997,Cuddalore,1481.7
01-12-1997,Cuddalore,1056.7
27-01-1998,Cuddalore,15.5
10-02-1998,Cuddalore,2.8
02-05-1998,Cuddalore,151
04-06-1998,Cuddalore,298.2
01-07-1998,Cuddalore,750.9
01-08-1998,Cuddalore,881.5
01-09-1998,Cuddalore,607.2
01-10-1998,Cuddalore,877.3
02-11-1998,Cuddalore,1106.5
01-12-1998,Cuddalore,1395.3
30-01-1999,Cuddalore,3
02-02-1999,Cuddalore,27.1
17-04-1999,Cuddalore,223.2
01-05-1999,Cuddalore,499.4
01-06-1999,Cuddalore,298.8
01-07-1999,Cuddalore,342.3
02-08-1999,Cuddalore,571.1
02-09-1999,Cuddalore,600.3
01-10-1999,Cuddalore,1118.1
03-11-1999,Cuddalore,1069.5
01-12-1999,Cuddalore,430.5
01-01-2000,Cuddalore,135
04-02-2000,Cuddalore,711.6
01-04-2000,Cuddalore,123
04-05-2000,Cuddalore,207.3
01-06-2000,Cuddalore,184.4
05-07-2000,Cuddalore,256.9
01-08-2000,Cuddalore,375.5
01-09-2000,Cuddalore,903.3
01-10-2000,Cuddalore,803.8
01-11-2000,Cuddalore,1020.5
01-12-2000,Cuddalore,495.6
01-01-2001,Cuddalore,30
12-04-2001,Cuddalore,211.4
07-05-2001,Cuddalore,293.1
03-06-2001,Cuddalore,127.7
01-07-2001,Cuddalore,472.8
01-08-2001,Cuddalore,437.8
02-09-2001,Cuddalore,713.5
04-10-2001,Cuddalore,1004.4
01-11-2001,Cuddalore,594.5
01-12-2001,Cuddalore,503.1
02-01-2002,Cuddalore,162.7
01-02-2002,Cuddalore,630
03-04-2002,Cuddalore,0.2
02-05-2002,Cuddalore,256.7
01-06-2002,Cuddalore,487.3
02-07-2002,Cuddalore,389.2
01-08-2002,Cuddalore,177.8
05-09-2002,Cuddalore,824.9
01-10-2002,Cuddalore,969.4
01-11-2002,Cuddalore,726.3
06-12-2002,Cuddalore,286
20-01-2003,Cuddalore,0.6
04-03-2003,Cuddalore,16.5
04-04-2003,Cuddalore,182.1
02-05-2003,Cuddalore,323.6
04-06-2003,Cuddalore,261.1
01-07-2003,Cuddalore,705.9
01-08-2003,Cuddalore,1098.7
01-09-2003,Cuddalore,602
01-10-2003,Cuddalore,1221.8
01-11-2003,Cuddalore,1257.5
01-12-2003,Cuddalore,179.8
01-01-2004,Cuddalore,61.5
09-03-2004,Cuddalore,1.2
08-04-2004,Cuddalore,23
02-05-2004,Cuddalore,1242.7
01-06-2004,Cuddalore,220.5
01-07-2004,Cuddalore,264.7
01-08-2004,Cuddalore,284.2
01-09-2004,Cuddalore,1036.8
01-10-2004,Cuddalore,1523.2
01-11-2004,Cuddalore,817.3
03-12-2004,Cuddalore,77.3
02-02-2005,Cuddalore,32
13-03-2005,Cuddalore,159.2
03-04-2005,Cuddalore,399.4
02-05-2005,Cuddalore,378
07-07-2005,Cuddalore,299.4
11-08-2005,Cuddalore,314.2
01-09-2005,Cuddalore,981.2
01-10-2005,Cuddalore,979.4
02-11-2005,Cuddalore,1774.2
03-12-2005,Cuddalore,626.4
05-01-2006,Cuddalore,114.2
04-03-2006,Cuddalore,151
15-04-2006,Cuddalore,42
04-05-2006,Cuddalore,175.4
05-06-2006,Cuddalore,333.2
10-07-2006,Cuddalore,198.4
08-08-2006,Cuddalore,409.8
01-09-2006,Cuddalore,639.9
02-10-2006,Cuddalore,1313.9
01-11-2006,Cuddalore,1304.7
01-12-2006,Cuddalore,294
18-02-2007,Cuddalore,63.8
10-04-2007,Cuddalore,155
03-05-2007,Cuddalore,159.5
06-06-2007,Cuddalore,186.1
06-07-2007,Cuddalore,576.2
01-08-2007,Cuddalore,678.2
06-09-2007,Cuddalore,370.7
01-10-2007,Cuddalore,1234.1
01-11-2007,Cuddalore,340.36
03-12-2007,Cuddalore,793.52
04-01-2008,Cuddalore,177.5
09-02-2008,Cuddalore,151
01-03-2008,Cuddalore,839.1
01-04-2008,Cuddalore,31.3
04-05-2008,Cuddalore,331.9
01-06-2008,Cuddalore,283.4
02-07-2008,Cuddalore,370.7
01-08-2008,Cuddalore,525.4
01-09-2008,Cuddalore,319.2
02-10-2008,Cuddalore,756.3
11-11-2008,Cuddalore,1296.7
01-12-2008,Cuddalore,437.6
07-01-2009,Cuddalore,63.9
10-03-2009,Cuddalore,162
11-04-2009,Cuddalore,77
05-05-2009,Cuddalore,220.9
01-06-2009,Cuddalore,193.7
01-07-2009,Cuddalore,159.9
01-08-2009,Cuddalore,586.2
02-09-2009,Cuddalore,547.4
09-10-2009,Cuddalore,283.6
01-11-2009,Cuddalore,1411.3
01-12-2009,Cuddalore,716.7
09-01-2010,Cuddalore,156
01-05-2010,Cuddalore,259.4
05-06-2010,Cuddalore,264
08-07-2010,Cuddalore,152.4
03-08-2010,Cuddalore,650.6
03-09-2010,Cuddalore,416.8
01-10-2010,Cuddalore,712.5
01-11-2010,Cuddalore,1446.2
01-12-2010,Cuddalore,994.5
03-01-2011,Cuddalore,153.6
23-02-2011,Cuddalore,55
21-04-2011,Cuddalore,526.4
02-05-2011,Cuddalore,121
01-06-2011,Cuddalore,169.5
02-07-2011,Cuddalore,386.1
06-08-2011,Cuddalore,547.2
01-09-2011,Cuddalore,748.4
01-10-2011,Cuddalore,971.75
01-11-2011,Cuddalore,1221
01-12-2011,Cuddalore,329.6
04-01-2012,Cuddalore,23.4
13-03-2012,Cuddalore,34.3
01-04-2012,Cuddalore,64.2
01-05-2012,Cuddalore,210.3
04-06-2012,Cuddalore,49.01
02-07-2012,Cuddalore,266.8
04-08-2012,Cuddalore,412.3
01-09-2012,Cuddalore,437
01-10-2012,Cuddalore,1205.48
01-11-2012,Cuddalore,226.6
03-12-2012,Cuddalore,55.3
15-02-2013,Cuddalore,116.2
06-03-2013,Cuddalore,97.5
14-05-2013,Cuddalore,250.6
01-06-2013,Cuddalore,355.2
01-07-2013,Cuddalore,194.1
05-08-2013,Cuddalore,1069.8
04-09-2013,Cuddalore,580.9
03-10-2013,Cuddalore,674.9
02-11-2013,Cuddalore,720.2
01-12-2013,Cuddalore,301.8
05-01-2014,Cuddalore,13.3
01-02-2014,Cuddalore,42.6
04-05-2014,Cuddalore,537.6
03-06-2014,Cuddalore,220.2
01-07-2014,Cuddalore,267.4
01-08-2014,Cuddalore,650.2
01-09-2014,Cuddalore,499.3
02-10-2014,Cuddalore,1065.8
01-11-2014,Cuddalore,625.8
01-12-2014,Cuddalore,564.6
01-01-2015,Cuddalore,110.6
02-03-2015,Cuddalore,4.4
09-04-2015,Cuddalore,423.3
05-05-2015,Cuddalore,405.7
02-06-2015,Cuddalore,478.2
01-07-2015,Cuddalore,476.8
01-08-2015,Cuddalore,415.3
02-09-2015,Cuddalore,383.6
01-10-2015,Cuddalore,618.1
01-11-2015,Cuddalore,1555.7
01-12-2015,Cuddalore,992.3
23-01-2016,Cuddalore,0.6
26-02-2016,Cuddalore,0.3
11-05-2016,Cuddalore,284.5
01-06-2016,Cuddalore,291.9
01-07-2016,Cuddalore,500.6
08-08-2016,Cuddalore,544.3
01-09-2016,Cuddalore,322.2
01-10-2016,Cuddalore,410.6
01-11-2016,Cuddalore,204.4
01-12-2016,Cuddalore,123.9
21-01-2017,Cuddalore,304.1
14-02-2017,Cuddalore,1.2
04-03-2017,Cuddalore,237.8
10-05-2017,Cuddalore,235.9
02-06-2017,Cuddalore,335.7
01-07-2017,Cuddalore,458.7
01-08-2017,Cuddalore,997.5
03-09-2017,Cuddalore,796.7
01-10-2017,Cuddalore,1092.7
01-11-2017,Cuddalore,1162
01-12-2017,Cuddalore,398.6
10-01-2018,Cuddalore,164
08-02-2018,Cuddalore,4.2
13-03-2018,Cuddalore,55.9
09-04-2018,Cuddalore,32.2
02-05-2018,Cuddalore,63.3
02-06-2018,Cuddalore,361.7
01-07-2018,Cuddalore,249
01-08-2018,Cuddalore,500.3
01-09-2018,Cuddalore,350.7
01-10-2018,Cuddalore,714.7
01-11-2018,Cuddalore,1063.1
04-12-2018,Cuddalore,183.5
30-01-2019,Cuddalore,2
18-02-2019,Cuddalore,27
01-07-2019,Cuddalore,540.1
06-08-2019,Cuddalore,551.5
01-09-2019,Cuddalore,909
01-10-2019,Cuddalore,884
01-11-2019,Cuddalore,972
01-12-2019,Cuddalore,475.2
01-01-2020,Cuddalore,103.8
11-02-2020,Cuddalore,18.8
10-04-2020,Cuddalore,153.7
13-05-2020,Cuddalore,122
02-06-2020,Cuddalore,394.1
01-07-2020,Cuddalore,671.2
01-08-2020,Cuddalore,545.8
01-09-2020,Cuddalore,633.2
01-10-2020,Cuddalore,602.7
04-11-2020,Cuddalore,950.7
01-12-2020,Cuddalore,1224.5
01-01-2021,Cuddalore,847.3
20-02-2021,Cuddalore,347.8
10-03-2021,Cuddalore,11.6
12-04-2021,Cuddalore,58.7
02-05-2021,Cuddalore,481.3
05-06-2021,Cuddalore,326
01-07-2021,Cuddalore,611.6
04-08-2021,Cuddalore,539.9
03-09-2021,Cuddalore,628.9
01-10-2021,Cuddalore,1172.5
01-11-2021,Cuddalore,2203.4
01-12-2021,Cuddalore,386.8
01-01-2022,Cuddalore,199.95
12-02-2022,Cuddalore,101
05-03-2022,Cuddalore,78.8
08-04-2022,Cuddalore,271.6
07-05-2022,Cuddalore,464.8
02-06-2022,Cuddalore,273.6
01-07-2022,Cuddalore,663.2
01-08-2022,Cuddalore,824.9
01-09-2022,Cuddalore,639.1
01-10-2022,Cuddalore,865.6
01-11-2022,Cuddalore,1058.5
01-12-2022,Cuddalore,441
05-01-2023,Cuddalore,52.9
01-02-2023,Cuddalore,53.9
01-03-2023,Cuddalore,213.3
03-04-2023,Cuddalore,164.1
01-05-2023,Cuddalore,771.2
